koen,vaegt,hoejde,alder,ryger
Kvinde,71,168,66,Ryger ikke
Mand,70,180,26,Ryger ikke
Kvinde,62,167,29,Ryger ikke
Kvinde,59,158,44,Ryger ikke
Mand,82,191,42,Ryger
Mand,94,192,29,Ryger
Mand,62,167,29,Ryger
Kvinde,78,168,36,Ryger
Kvinde,60,162,94,Ryger ikke
Kvinde,107,163,49,Ryger ikke
Kvinde,85,165,39,Ryger
Kvinde,76,NA,54,Ryger ikke
Kvinde,73,169,52,Ryger
Mand,88,181,68,Ryger ikke
Mand,80,182,56,Ryger
Mand,75,187,24,Ryger
Kvinde,NA,160,75,Ryger ikke
Kvinde,62,176,24,Ryger
Kvinde,60,178,29,Ryger ikke
Kvinde,68,169,60,Ryger
Mand,77,179,48,Ryger
Mand,NA,178,27,Ryger ikke
Kvinde,62,177,28,Ryger ikke
Kvinde,60,160,54,Ryger ikke
Kvinde,58,160,37,Ryger
Kvinde,71,172,26,Ryger ikke
Kvinde,63,174,26,Ryger ikke
Mand,73,180,32,Ryger ikke
Mand,72,168,39,Ryger
Mand,66,169.5,27,Ryger
Mand,62,170,25,Ryger
Kvinde,67,171,75,Ryger ikke
Mand,70,173,27,Ryger
Mand,75,181,38,Ryger ikke
Mand,74,180,30,Ryger ikke
Kvinde,74,168,25,Ryger
Mand,68,178,20,Ryger ikke
Kvinde,84,166,60,Ryger
Mand,80,182,38,Ryger
Mand,82,170,80,Ryger ikke
Kvinde,70,161,18,Ryger ikke
Mand,73,180,21,Ryger ikke
Mand,75,185,39,Ryger ikke
Mand,92,194,33,Ryger ikke
Mand,90,185,53,Ryger
Mand,87.5,195,49,Ryger
Kvinde,50,168,62,Ryger
Kvinde,57,169,33,Ryger
Kvinde,56,159,24,Ryger
Mand,68,180,41,Ryger
Kvinde,75,164,27,Ryger ikke
Mand,120,189,40,Ryger ikke
Kvinde,62,165,53,Ryger ikke
Kvinde,59,177,34,Ryger
Mand,76,175,30,Ryger ikke
Mand,68,182,22,Ryger ikke
Mand,85,172,50,Ryger ikke
Mand,78,175,52,Ryger ikke
Kvinde,NA,167,32,Ryger ikke
Kvinde,95,184,27,Ryger ikke
Mand,86,184,60,Ryger
Kvinde,74,181,22,Ryger ikke
Kvinde,57,169,23,Ryger
Kvinde,53,163,83,Ryger ikke
Mand,98,183,68,Ryger ikke
Kvinde,58,164,45,Ryger
Kvinde,52,158,26,Ryger
Mand,82,182,42,Ryger ikke
Kvinde,61,159,80,Ryger ikke
Mand,53,174,75,Ryger
Mand,80,180,29,Ryger
Mand,84,170,51,Ryger
Kvinde,60,174,21,Ryger
Kvinde,86,170,61,Ryger
Mand,80,180,36,Ryger
Mand,90,178,50,Ryger ikke
Kvinde,68,167,23,Ryger ikke
Kvinde,62,175,25,Ryger ikke
Kvinde,60,173,21,Ryger ikke
Kvinde,75,NA,75,Ryger
Kvinde,50,167,30,Ryger
Kvinde,73,168,35,Ryger ikke
Mand,75,178,24,Ryger ikke
Mand,73,192,36,Ryger ikke
Mand,75,180,20,Ryger ikke
Kvinde,59,172,32,Ryger ikke
Kvinde,65,179,21,Ryger ikke
Kvinde,58,167,30,Ryger ikke
Mand,96,182,45,Ryger ikke
Kvinde,77,163,74,Ryger ikke
Kvinde,53,172,30,Ryger ikke
Mand,80,178,27,Ryger ikke
Kvinde,65,172,33,Ryger
Kvinde,53,159,NA,Ryger
Mand,82,182,49,Ryger ikke
Mand,88,NA,30,Ryger
Kvinde,63.5,170,77,Ryger
Mand,73,181,23,Ryger
Kvinde,65,160,71,Ryger ikke
Mand,75,178,26,Ryger
Kvinde,53.5,174,24,Ryger
Kvinde,63,172,23,Ryger ikke
Mand,58,168,22,Ryger
Kvinde,90,183,28,Ryger
NA,NA,NA,NA,Ryger
Mand,80,179,50,Ryger
Kvinde,58,157,85,Ryger ikke
Kvinde,72,168,23,Ryger ikke
Kvinde,68,170,30,Ryger ikke
Mand,82,183,33,Ryger
Mand,78,178,34,Ryger ikke
Mand,90,193,39,Ryger
Mand,75,187,27,Ryger ikke
Kvinde,68,167,75,Ryger ikke
Kvinde,52,160,58,Ryger ikke
Mand,72,184,23,Ryger ikke
Kvinde,55,165,25,Ryger
Mand,NA,180,36,Ryger
Kvinde,55,157,32,Ryger ikke
Kvinde,53,163,24,Ryger ikke
Kvinde,66,164,53,Ryger ikke
Kvinde,77,166,53,Ryger
Kvinde,58,170,33,Ryger
Mand,80,177,54,Ryger
Kvinde,57,160,40,Ryger ikke
Kvinde,57,160,34,Ryger
Kvinde,56,166,32,Ryger ikke
Kvinde,NA,NA,42,Ryger
Kvinde,60,168,47,Ryger ikke
Kvinde,65,168,40,Ryger ikke
Mand,80,176,39,Ryger ikke
Mand,80,189,21,Ryger ikke
Kvinde,55,162,54,Ryger ikke
Mand,62,179,21,Ryger
Kvinde,52,157,83,Ryger ikke
Kvinde,74,158,60,Ryger ikke
Kvinde,58,165,22,Ryger
Kvinde,55,159.5,37,Ryger
Mand,89,185,22,Ryger
Mand,85,184,26,Ryger
Mand,63,169,24,Ryger ikke
Kvinde,84,168,73,Ryger ikke
Kvinde,61,172,21,Ryger ikke
Mand,88,187,30,Ryger ikke
Kvinde,62,168,45,Ryger
Kvinde,51,156,56,Ryger ikke
Mand,100,176,51,Ryger ikke
Kvinde,65,177,25,Ryger ikke
Mand,55,172,37,Ryger
Kvinde,52,167,83,Ryger ikke
Mand,86,189,39,Ryger ikke
Kvinde,56,167,55,Ryger ikke
Kvinde,72,182,25,Ryger
Kvinde,57,169,44,Ryger
Kvinde,48,165,22,Ryger
Mand,82,184,30,Ryger ikke
Kvinde,55,NA,19,Ryger
Kvinde,70,174,29,Ryger
Kvinde,NA,170,NA,Ryger ikke
Kvinde,67,160,79,Ryger ikke
Kvinde,77,170,76,Ryger ikke
Kvinde,62,160,30,Ryger ikke
Kvinde,57,165,18,Ryger
Mand,64,182,27,Ryger ikke
Mand,73,183,24,Ryger ikke
Kvinde,60,164,33,Ryger ikke
Kvinde,65,165,40,Ryger
Kvinde,57,160,31,Ryger
Mand,81,182,29,Ryger
Kvinde,57,174,29,Ryger ikke
Kvinde,62,175,24,Ryger
Mand,80,175,85,Ryger
Mand,92,180,51,Ryger ikke
Mand,75,184,25,Ryger
Mand,76,182,39,NA
Kvinde,63,156,45,Ryger
Kvinde,60,168,23,Ryger ikke
Mand,105,186,45,NA
Kvinde,54,165,25,Ryger
Kvinde,52,167,32,Ryger
Kvinde,75,168,53,Ryger ikke
Kvinde,59,168,36,Ryger
Kvinde,55,164,25,Ryger ikke
Kvinde,65,170,30,Ryger
Mand,94,190,24,Ryger ikke
Mand,85,191,49,Ryger ikke
Mand,65,176,39,Ryger
Kvinde,60,158,49,Ryger ikke
Kvinde,46,158,34,Ryger ikke
Mand,73,175,35,Ryger ikke
Mand,65,178,23,Ryger
Mand,100,182,33,Ryger
Kvinde,73,172,22,Ryger ikke
Kvinde,74,174,52,Ryger
Kvinde,56,168,29,Ryger
Kvinde,80,172,58,NA
Kvinde,60,173,21,Ryger ikke
Mand,90,189,30,Ryger ikke
Kvinde,51,NA,27,Ryger ikke
Kvinde,68,167,46,Ryger
Mand,72,174,39,Ryger
Mand,75,183,25,Ryger ikke
Mand,76,175,26,Ryger ikke
Kvinde,68,178,23,Ryger
Kvinde,76,180,40,Ryger
Mand,80,188,27,Ryger
Kvinde,79,163,23,Ryger ikke
Kvinde,58,156,65,Ryger ikke
Mand,70,170,83,Ryger
Kvinde,73,168,34,Ryger
Kvinde,71,171,25,Ryger ikke
Kvinde,62,168,45,Ryger ikke
Kvinde,60,170,20,Ryger ikke
Mand,85,190,25,Ryger
Mand,73,174,46,Ryger
Kvinde,70,160,61,NA
Kvinde,55,155,25,Ryger ikke
Kvinde,56.5,162,25,Ryger ikke
Kvinde,84,169,42,Ryger
Mand,107,172,49,Ryger
Kvinde,55.5,176,30,Ryger
Kvinde,72,169,NA,Ryger
Kvinde,80,178,44,Ryger ikke
Mand,77,172,73,Ryger
Kvinde,48,155,48,Ryger ikke
Kvinde,61,168,50,Ryger
Mand,105,192,26,Ryger ikke
Kvinde,54,166,27,Ryger
Kvinde,71,173,24,Ryger
Kvinde,57,164,21,Ryger ikke
Mand,78,182,40,NA
Mand,61,184,45,Ryger
Kvinde,66,165,68,Ryger
Mand,80,180,24,Ryger ikke
Kvinde,60,172,25,Ryger
Kvinde,65,177,31,Ryger
Mand,98,182,56,Ryger
Kvinde,58,163,45,Ryger
Mand,88,185,27,Ryger ikke
Kvinde,49,165,70,Ryger
Mand,85,180,80,Ryger ikke
Kvinde,74,165,70,Ryger ikke
Kvinde,48,162,25,Ryger
Mand,95,192,56,Ryger
Kvinde,70,161,63,NA
Kvinde,63,167,44,Ryger ikke
Kvinde,55,171,30,Ryger ikke
Mand,80,169,70,Ryger
Kvinde,100,170,66,Ryger
Kvinde,65,169,21,Ryger ikke
Mand,90,187,20,Ryger
Kvinde,70,168,34,Ryger ikke
Kvinde,80,164,31,Ryger
Mand,70,180,20,Ryger
Kvinde,53,155,51,Ryger
Mand,88,187,31,Ryger
Mand,80,176,37,Ryger
Kvinde,61,173,24,Ryger
Kvinde,58,166,48,Ryger
Mand,84,180,29,Ryger
Mand,62,175,22,Ryger
Kvinde,67,166,89,Ryger ikke
Kvinde,73,153,50,Ryger
Kvinde,67,160,60,Ryger ikke
Kvinde,65,171,47,Ryger
Kvinde,52,169,35,Ryger
Kvinde,65,155,21,Ryger ikke
Kvinde,65,155,42,Ryger ikke
Kvinde,63,176,35,Ryger ikke
Mand,75,165,32,Ryger
Kvinde,NA,NA,38,Ryger
Kvinde,80,165,70,Ryger ikke
Kvinde,74,174,32,Ryger
Kvinde,NA,NA,88,Ryger ikke
Kvinde,58,179,24,Ryger
Mand,70,173,27,Ryger ikke
Kvinde,68,174,41,Ryger ikke
Mand,65,174,23,Ryger
Mand,66,178,29,Ryger
Mand,87,180,81,Ryger ikke
Kvinde,66,174,36,Ryger
Mand,90,192,27,Ryger ikke
Mand,70,178,38,Ryger ikke
Kvinde,NA,162,90,Ryger ikke
Mand,NA,NA,63,Ryger ikke
Mand,NA,187,19,Ryger ikke
Mand,108,180,38,Ryger ikke
Kvinde,68,165,19,Ryger
NA,NA,NA,NA,Ryger ikke
Kvinde,42,157,25,Ryger ikke
Kvinde,70,168,31,Ryger ikke
Mand,70,172,34,Ryger ikke
Kvinde,68,168,23,Ryger
Mand,100,180,75,Ryger
Kvinde,70,165,27,Ryger ikke
Kvinde,83,165,35,Ryger ikke
Mand,70,172,70,Ryger
Kvinde,63,164,25,Ryger ikke
Kvinde,72,156,82,Ryger ikke
Kvinde,58,168,24,Ryger ikke
Mand,80,184,29,Ryger
Kvinde,65,156,77,Ryger ikke
Kvinde,73,172,29,Ryger
Mand,73,174,49,Ryger ikke
Kvinde,62,168,54,Ryger ikke
Mand,74,179,22,Ryger
Mand,72,177,26,Ryger ikke
Kvinde,NA,NA,72,Ryger
Kvinde,72,176,27,Ryger
Kvinde,68,180,24,Ryger ikke
Mand,101,197,28,Ryger ikke
Kvinde,60,161,40,Ryger ikke
Mand,75,182,28,Ryger ikke
Kvinde,67,165,52,Ryger ikke
Mand,101,197,29,Ryger
Kvinde,64,180,23,Ryger ikke
Mand,76,175,50,Ryger
Kvinde,60,170,49,Ryger ikke
Mand,88,189,21,Ryger
Mand,91,160,75,Ryger ikke
Kvinde,75,170,68,NA
Kvinde,56,163,77,Ryger
Kvinde,82,168,57,Ryger ikke
NA,NA,NA,NA,NA
Mand,90,180,NA,Ryger ikke
Mand,NA,180,18,Ryger ikke
Kvinde,58,168,26,Ryger
Kvinde,50,163,45,Ryger
NA,NA,NA,79,Ryger
Mand,77,NA,27,Ryger
NA,NA,NA,NA,Ryger ikke
Kvinde,70,165,44,Ryger ikke
Mand,89,170,78,Ryger ikke
NA,NA,NA,NA,NA
Kvinde,67,176,22,Ryger ikke
NA,NA,NA,NA,NA
Mand,81,181,42,Ryger ikke
Kvinde,60,165,53,Ryger ikke
Mand,69,176,33,Ryger ikke
Kvinde,72,171,NA,Ryger
Kvinde,83,172,77,Ryger ikke
Mand,81,185,35,Ryger
Kvinde,53.2,159,41,Ryger
Mand,98,172,45,Ryger
Kvinde,60,168,20,Ryger ikke
Kvinde,80,168,29,Ryger ikke
Kvinde,68,154,71,Ryger
Mand,65,179,45,Ryger ikke
Kvinde,52,172,48,Ryger ikke
Kvinde,50,173,21,Ryger
Kvinde,54,164,22,Ryger
Mand,63,172,39,Ryger ikke
Mand,120,190,35,Ryger
Mand,85,176,25,Ryger ikke
Kvinde,NA,NA,83,Ryger
Mand,85,168,60,Ryger
Kvinde,57,159,34,Ryger ikke
Mand,85,193,51,Ryger ikke
Mand,80,173,39,Ryger ikke
Mand,74,180,45,Ryger ikke
Mand,94,174,58,Ryger ikke
Kvinde,70,163,75,Ryger ikke
Kvinde,54,162,63,Ryger
Mand,79,176,58,Ryger
Kvinde,60,167,49,Ryger
Mand,70,168,80,Ryger ikke
Mand,90,188,32,Ryger ikke
Mand,90,182,30,Ryger ikke
Kvinde,70,180,57,Ryger
Kvinde,69,178,29,Ryger
Mand,74,173,23,Ryger
Mand,98,180,34,Ryger
Mand,86,179,36,Ryger ikke
Kvinde,67,167,57,Ryger ikke
Kvinde,83,166,53,Ryger
Kvinde,52,160,67,Ryger
Mand,67,180,33,Ryger ikke
Kvinde,75,167,27,Ryger ikke
Kvinde,53,168,32,Ryger
Mand,74,172,89,Ryger ikke
Mand,80,183,77,Ryger ikke
Kvinde,67,166,59,Ryger
Kvinde,52,164,54,Ryger
Kvinde,65,143,66,Ryger
Mand,70,167,71,Ryger ikke
NA,NA,NA,NA,NA
Mand,75,168,79,Ryger
Mand,93,189,41,Ryger ikke
Mand,64,174,43,Ryger
Mand,64,174,43,Ryger
Kvinde,77,169,25,Ryger ikke
Kvinde,53,155,47,Ryger ikke
Mand,125,207,25,Ryger
Mand,51,170,32,Ryger
Mand,81,182,50,Ryger
Mand,90,203,33,Ryger
Kvinde,76,160,69,Ryger ikke
Mand,77,178,36,Ryger
Kvinde,65,165,84,NA
Mand,80,183,33,Ryger ikke
Mand,94,172,27,Ryger ikke
Kvinde,74,156,73,Ryger ikke
Mand,94,165,60,Ryger
Mand,77,165,71,Ryger
Kvinde,56.5,159,36,Ryger ikke
Mand,75,179,30,Ryger ikke
Kvinde,65,163,37,Ryger ikke
Kvinde,72,157,62,Ryger
Kvinde,53,170,22,Ryger
Kvinde,55,173,59,Ryger
Kvinde,48,154,19,Ryger
Mand,70,170,38,Ryger
Mand,80,175,49,Ryger
Kvinde,70,172,30,Ryger
Mand,74,178,38,Ryger ikke
Mand,58,NA,83,Ryger ikke
Mand,62,169,26,Ryger
Kvinde,63,173,29,Ryger
Kvinde,58,165,28,Ryger ikke
Kvinde,61,167,68,Ryger
Kvinde,56,168,23,Ryger ikke
NA,NA,NA,NA,Ryger ikke
Mand,73,176,29,Ryger ikke
Kvinde,62,163,43,Ryger ikke
Kvinde,60,178,44,Ryger ikke
Kvinde,71,168,24,Ryger ikke
Kvinde,62,NA,18,Ryger ikke
Kvinde,68,171.5,30,Ryger
NA,NA,NA,NA,Ryger ikke
Mand,84,179,43,Ryger ikke
Kvinde,52,160,18,Ryger
Kvinde,67,160,55,Ryger ikke
Mand,NA,171,91,Ryger ikke
Kvinde,52,177,63,NA
Mand,86,NA,85,NA
Kvinde,64,173,60,Ryger
Mand,86,180,NA,Ryger
Kvinde,90,175,NA,Ryger
Mand,70,180,47,Ryger ikke
Kvinde,NA,NA,24,Ryger
Kvinde,63,170,29,Ryger
Mand,72,176,51,Ryger ikke
Kvinde,50,160,20,Ryger
Mand,95,180,38,Ryger
Mand,69.5,175,38,Ryger
Mand,73,172,62,NA
Mand,71,175,44,Ryger
Mand,76,180,32,Ryger ikke
Kvinde,62,162,61,Ryger
Mand,63,167,81,Ryger
Mand,63,172,32,Ryger
Mand,77,180,64,Ryger
Kvinde,75,163,76,Ryger
Mand,79,186,40,Ryger
Mand,106,186,47,Ryger
Mand,85,167,42,Ryger ikke
Mand,92,184,31,Ryger ikke
Kvinde,60,160,65,Ryger ikke
Kvinde,103,175,47,Ryger
Mand,80,174,79,Ryger ikke
Mand,70,164,57,Ryger
Kvinde,52,158,39,Ryger
Mand,65,174,49,Ryger
Kvinde,61,160,75,Ryger
Mand,65,175,44,Ryger
Mand,72,178,43,Ryger ikke
Mand,84,173,51,Ryger ikke
Mand,79,177,59,Ryger ikke
Kvinde,72,165,80,Ryger ikke
Mand,79,175,52,Ryger
Kvinde,74,170,76,Ryger ikke
Kvinde,100,NA,63,Ryger ikke
Kvinde,62,172,32,Ryger ikke
Kvinde,72,172,27,Ryger ikke
Mand,60,173,65,Ryger
Kvinde,68,162,70,Ryger
Mand,72,186,47,Ryger ikke
Mand,75,180,27,Ryger
Mand,72,NA,24,Ryger ikke
Mand,72,170,37,Ryger
Mand,78,175,65,Ryger
Kvinde,65,186,53,Ryger
NA,NA,NA,NA,Ryger ikke
Kvinde,52,160,36,Ryger
Kvinde,70,174,66,Ryger
Kvinde,62,175,28,Ryger
Kvinde,60,160,75,Ryger
Mand,82,175,66,Ryger
Mand,106,186,47,Ryger
Mand,103,188,34,Ryger ikke
Mand,90,176,82,NA
Mand,70,176,26,Ryger
Mand,67,185,60,Ryger
Mand,88,186,29,Ryger
Mand,62,178,40,Ryger
Mand,78,178,39,Ryger
Mand,80,186,47,Ryger
Mand,88,170,41,Ryger
Kvinde,42,158,78,Ryger
Mand,82,168,63,NA
Kvinde,55,160,24,Ryger ikke
Mand,63,175,26,Ryger ikke
Mand,79,176,31,Ryger
Mand,68,175,48,Ryger ikke
Kvinde,57,176,19,Ryger ikke
Mand,75,177,35,Ryger ikke
Mand,92,176,62,Ryger ikke
Mand,86,171,64,Ryger
Mand,89,175,65,Ryger ikke
Mand,76,183,29,Ryger ikke
Kvinde,75,NA,54,Ryger
Mand,80,NA,76,Ryger
Kvinde,50,157,80,Ryger ikke
Mand,125,174,53,Ryger ikke
Kvinde,80,161,77,Ryger ikke
Kvinde,57,149,27,Ryger
Kvinde,60,168,50,Ryger ikke
Kvinde,76,NA,77,Ryger ikke
Mand,75,170,55,Ryger ikke
Kvinde,51,156,20,Ryger ikke
Mand,125,180,48,Ryger
Mand,92,180,75,Ryger
Mand,75,190,35,Ryger
Mand,90,190,21,Ryger ikke
Kvinde,95,171,32,Ryger ikke
Mand,60,167,46,Ryger
Kvinde,95,163,51,Ryger ikke
Kvinde,80,165,78,Ryger ikke
Mand,72,177,24,Ryger ikke
Kvinde,65.5,173,34,Ryger
Mand,67,178,45,Ryger ikke
Mand,79,178,34,Ryger ikke
Kvinde,55,150,48,Ryger ikke
NA,63,182,28,Ryger
Kvinde,50,NA,88,NA
Mand,NA,172,83,Ryger ikke
Kvinde,60,162,72,Ryger ikke
Mand,63,178,52,Ryger
Mand,76,177,27,Ryger ikke
Mand,NA,188,80,Ryger
Kvinde,55,156,64,Ryger
Kvinde,69,179,32,Ryger
Kvinde,78,178,52,Ryger ikke
Mand,100,194,29,Ryger
Mand,75,182,54,Ryger
Kvinde,60,172,76,Ryger ikke
Kvinde,70,170,28,Ryger ikke
Kvinde,60,178,30,Ryger
Kvinde,44,150,21,Ryger ikke
Kvinde,77,172,23,Ryger ikke
Mand,118,182,61,Ryger
Mand,75,178,58,Ryger
Mand,81,196,31,Ryger ikke
Kvinde,90,173,69,Ryger ikke
Kvinde,59,163,24,Ryger
Mand,80,178,72,Ryger
Kvinde,69,164,77,Ryger ikke
Kvinde,67,167,38,Ryger
Kvinde,75,180,71,Ryger
Kvinde,92,180,56,Ryger
Mand,80,182,45,Ryger ikke
Kvinde,61,162,35,Ryger
Mand,74,180,27,Ryger
Mand,82,165,46,Ryger ikke
Kvinde,58,177,24,Ryger
Mand,102,190,42,Ryger ikke
Mand,75,177,35,Ryger
Mand,72,175,52,Ryger ikke
Mand,80,175,21,Ryger ikke
NA,NA,NA,NA,NA
Kvinde,60,168,29,Ryger
Kvinde,105,170,40,Ryger
Mand,65,175,24,Ryger
Mand,80,172,27,Ryger
Kvinde,70,160,77,Ryger
Mand,100,182,76,Ryger ikke
Kvinde,71,164,66,Ryger ikke
Mand,61,182,23,Ryger
Mand,72,180,25,Ryger ikke
Mand,72,172,57,Ryger ikke
Mand,72,179,67,Ryger
Mand,78,172,46,Ryger ikke
Kvinde,56,165,25,Ryger ikke
Kvinde,54,158,80,NA
Mand,75,170,39,Ryger
Kvinde,57.5,172,25,Ryger ikke
Mand,58,165,31,Ryger
Mand,140,NA,26,Ryger ikke
Kvinde,95,178,30,Ryger
Mand,66,170,41,Ryger ikke
Mand,65,172,21,Ryger ikke
Kvinde,48,167,49,Ryger ikke
Kvinde,55,156,67,Ryger
Mand,97,182,71,Ryger ikke
Kvinde,53,156,61,Ryger
Mand,50,166,75,Ryger ikke
Mand,69,171,38,Ryger ikke
Kvinde,90,172,34,Ryger
Kvinde,NA,151,34,Ryger ikke
Mand,83,NA,61,Ryger ikke
Mand,83,187,23,Ryger ikke
Mand,63,180,28,Ryger
Mand,73,173,51,Ryger ikke
Kvinde,76,172,61,Ryger
Kvinde,50,160,88,Ryger
Mand,65,171,79,Ryger
Kvinde,61,168,53,Ryger ikke
Kvinde,51,172,19,Ryger ikke
Kvinde,53,150,48,Ryger ikke
Mand,100,190,27,Ryger ikke
Kvinde,70,170,46,Ryger
Kvinde,51.5,165,22,Ryger
Mand,60,180,34,Ryger ikke
Kvinde,62,178,21,Ryger ikke
Mand,NA,174,53,Ryger ikke
Mand,72,179,29,Ryger ikke
Mand,78,174,32,Ryger
Kvinde,54,162,23,Ryger
Kvinde,63,167,35,Ryger
NA,NA,NA,NA,Ryger ikke
Mand,67,181,27,Ryger ikke
NA,NA,NA,NA,Ryger ikke
Kvinde,58,174,29,Ryger
Mand,67,183,22,Ryger ikke
Kvinde,63,172,28,Ryger
Mand,72,NA,79,Ryger ikke
Mand,85,184,30,Ryger ikke
Mand,75,192,31,Ryger
Kvinde,60,158,52,Ryger ikke
Mand,75,185,29,Ryger
Mand,82,182,27,Ryger ikke
Kvinde,61,159,76,NA
Kvinde,58,164,48,Ryger
Kvinde,57,160,45,Ryger
Kvinde,70,152,86,Ryger ikke
Kvinde,54,165,30,Ryger ikke
Kvinde,50,152,86,Ryger ikke
Kvinde,60,171,53,Ryger
Mand,85,188,23,Ryger ikke
Mand,80,182,49,Ryger
Kvinde,78,168,20,Ryger
Mand,88,187,40,Ryger
Kvinde,61,168,25,Ryger
Mand,88,183,48,Ryger ikke
Mand,90,181,55,Ryger
Kvinde,53,170,20,Ryger
Kvinde,53,160,91,Ryger
Kvinde,54,160,49,Ryger
Kvinde,50,162,41,Ryger
Kvinde,89,172,65,Ryger ikke
Mand,88,189,51,Ryger
Kvinde,47.5,173,19,Ryger
Kvinde,50,167,36,Ryger
Kvinde,80,168,77,Ryger ikke
Kvinde,60,168,24,Ryger ikke
Kvinde,67,163,43,NA
Mand,65,169,80,Ryger
Kvinde,86,164,39,Ryger
Mand,69.45,165,46,Ryger
Kvinde,65,180,25,Ryger
Kvinde,74,173,70,Ryger
Kvinde,59,170,29,Ryger
Mand,80,186,21,Ryger
Mand,77,177,72,Ryger ikke
Kvinde,72,181,25,Ryger
Mand,89,190,73,NA
Mand,90,184,31,Ryger
Mand,61,168,84,Ryger
Mand,86,185,24,Ryger ikke
Kvinde,50.5,163,20,Ryger ikke
Mand,110,187,41,Ryger
Mand,70,172,21,Ryger ikke
Kvinde,64,167,29,Ryger
Mand,80,182,33,Ryger ikke
Kvinde,58,164,50,Ryger ikke
Kvinde,52,178,21,Ryger ikke
Mand,84,180,39,Ryger ikke
Mand,90,172,51,NA
Kvinde,59,162,27,Ryger
Mand,75,180,24,Ryger
Mand,76,179,25,Ryger
Kvinde,55,168,25,Ryger ikke
Kvinde,54,161,21,Ryger
Kvinde,76,165,30,Ryger ikke
Kvinde,55,168,31,Ryger
NA,NA,NA,NA,Ryger ikke
Kvinde,56,160,54,Ryger ikke
Kvinde,55,167,36,Ryger
Kvinde,63,169,20,Ryger
Kvinde,75,172,29,Ryger ikke
Kvinde,57,160,23,Ryger ikke
Kvinde,50,160,83,Ryger ikke
Kvinde,75,171,27,Ryger ikke
Kvinde,60,160,64,Ryger
Kvinde,58,164,44,Ryger ikke
Kvinde,68,170,80,Ryger ikke
Mand,95,191,52,Ryger ikke
Kvinde,75,171,35,Ryger
Mand,82,182,40,Ryger ikke
Kvinde,58,165,27,Ryger
Mand,87,193,25,Ryger ikke
Kvinde,73,165,49,Ryger
Mand,85,176,43,Ryger
Mand,85,171,69,Ryger
Kvinde,72,162,64,Ryger
Kvinde,60,163,26,Ryger
Kvinde,63,162,47,Ryger ikke
Mand,95,192,43,Ryger ikke
Kvinde,54,171,24,Ryger ikke
Kvinde,58,163,81,Ryger
Kvinde,80,164,75,Ryger ikke
Kvinde,52.5,160,86,Ryger ikke
Kvinde,53,161,32,Ryger ikke
Mand,72,184,46,Ryger ikke
Mand,53,164,21,Ryger ikke
Mand,70,174,28,Ryger
Mand,94,183,36,Ryger ikke
Mand,76,170,73,Ryger
Mand,62,180,53,Ryger
Mand,72,175,22,Ryger ikke
Kvinde,54,170,27,Ryger
Mand,80,180,22,Ryger
Kvinde,65,168,25,Ryger
Mand,108,179,60,Ryger
Kvinde,60,159,71,Ryger
Mand,90,180,24,Ryger ikke
Mand,87,178,65,Ryger ikke
Kvinde,70,182,27,Ryger ikke
Mand,80,187,27,Ryger ikke
Kvinde,60,170,18,Ryger
Mand,56,166,75,Ryger
Kvinde,77,156,20,Ryger
Mand,90,191,33,Ryger ikke
Mand,90,180,75,Ryger
Mand,81,178,28,Ryger ikke
Kvinde,70,162,27,Ryger ikke
Kvinde,60,175,31,Ryger ikke
Mand,77,174,34,Ryger ikke
Mand,83,185,35,Ryger
Kvinde,85,154,63,Ryger ikke
Kvinde,62,155,48,Ryger ikke
Mand,70,175,29,Ryger ikke
Mand,69,172,60,Ryger ikke
Kvinde,67,NA,29,Ryger ikke
Mand,105,190,37,Ryger
Mand,100,193,30,Ryger
Kvinde,73,155,35,Ryger ikke
Kvinde,70,150,71,Ryger
Kvinde,49,160,27,Ryger
Mand,80,179,50,Ryger ikke
Kvinde,58,166,58,Ryger
Mand,83,179,24,Ryger ikke
Kvinde,55,164,25,Ryger ikke
Mand,77,187,23,Ryger
Mand,64,159,60,Ryger ikke
Mand,82,180,27,Ryger ikke
Kvinde,65,163,56,Ryger ikke
Kvinde,68,169,30,Ryger
Mand,88,191,25,Ryger
Kvinde,51,156,20,Ryger
Mand,75,186,33,Ryger
Kvinde,63,167,41,Ryger ikke
Kvinde,52,162,45,Ryger
Kvinde,82,172,72,Ryger ikke
Mand,80,176,41,Ryger
Mand,98,186,30,Ryger
Kvinde,55,154,81,Ryger
Kvinde,63,170,39,Ryger
Kvinde,57,160,35,Ryger ikke
Kvinde,55,171,36,Ryger
Mand,79,185,30,Ryger ikke
Kvinde,63,174,30,Ryger
Mand,85,183,27,Ryger
Kvinde,65,NA,42,Ryger
Kvinde,57,160,26,Ryger
Kvinde,59,NA,23,Ryger
Mand,80,174,85,Ryger
Mand,68,NA,40,Ryger ikke
Kvinde,60,162,34,Ryger
Mand,84,176,29,Ryger
Mand,75,185,27,Ryger ikke
Mand,64,180,45,Ryger
Mand,80,180,31,Ryger
Kvinde,55,168,75,Ryger ikke
Mand,98,190,44,Ryger
Mand,85,184,70,Ryger
Kvinde,52,160,27,Ryger
Mand,84,194,25,Ryger
Kvinde,70,165,35,Ryger ikke
Mand,64,182,38,Ryger
Mand,72,170,83,Ryger
Kvinde,50,171,39,Ryger
Mand,61,163,64,Ryger ikke
Mand,63,181,34,Ryger
